sensor,sensor_id,timestamp,temp_int,umid_int,umid_ext,temp_ext,localizacao,camara,analog
ESP32-PI,,28/02/2025 16:01:50,28.8,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:01:53,28.8,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:01:55,28.8,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:01:57,28.8,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:01:59,28.8,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:02:01,28.8,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:02:03,28.8,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:02:05,28.8,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:02:08,28.8,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:02:10,28.8,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:02:12,28.8,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:02:14,28.8,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:02:16,28.8,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:02:18,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:20,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:23,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:25,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:27,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:29,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:31,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:34,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:36,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:38,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:40,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:42,28.8,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:02:44,28.8,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:02:46,28.8,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:02:49,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:02:51,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:02:53,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:02:55,28.8,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:02:57,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:02:59,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:01,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:04,28.8,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:06,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:08,28.8,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:10,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:12,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:14,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:16,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:18,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:21,28.8,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:23,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:25,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:27,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:29,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:31,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:33,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:36,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:38,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:40,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:42,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:44,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:46,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:48,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:51,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:53,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:55,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:03:57,28.7,69.3,69.3,69.3,,0,0
ESP32-PI,,28/02/2025 16:03:59,28.7,69.3,69.3,69.3,,0,0
ESP32-PI,,28/02/2025 16:04:01,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:04,28.8,69.3,69.3,69.3,,0,0
ESP32-PI,,28/02/2025 16:04:06,28.8,69.3,69.3,69.3,,0,0
ESP32-PI,,28/02/2025 16:04:08,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:10,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:12,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:14,28.8,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:17,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:19,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:21,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:23,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:25,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:27,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:29,28.7,69.3,69.3,69.3,,0,0
ESP32-PI,,28/02/2025 16:04:32,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:34,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:36,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:38,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:40,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:42,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:44,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:46,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:49,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:51,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:53,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:55,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:57,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:04:59,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:02,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:04,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:06,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:08,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:10,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:12,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:14,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:16,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:18,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:21,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:23,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:25,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:27,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:29,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:31,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:34,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:36,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:38,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:40,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:42,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:05:44,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:46,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:49,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:51,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:53,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:55,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:57,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:05:59,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:01,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:06:04,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:06:06,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:08,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:06:10,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:12,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:06:14,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:17,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:06:19,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:21,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:23,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:26,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:28,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:06:30,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:32,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:34,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:36,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:38,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:40,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:43,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:45,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:47,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:49,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:51,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:54,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:56,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:06:58,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:00,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:02,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:07:04,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:06,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:08,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:11,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:13,28.7,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:07:15,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:17,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:19,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:21,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:23,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:26,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:28,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:30,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:32,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:34,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:36,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:39,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:41,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:43,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:45,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:48,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:50,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:52,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:54,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:56,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:07:58,28.6,69.2,69.2,69.2,,0,0
ESP32-PI,,28/02/2025 16:08:00,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:03,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:05,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:07,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:09,28.7,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:11,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:13,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:15,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:18,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:20,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:22,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:24,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:26,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:28,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:30,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:33,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:35,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:37,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:39,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:42,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:44,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:46,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:48,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:51,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:53,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:55,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:08:57,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:08:59,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:01,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:04,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:06,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:08,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:10,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:12,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:14,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:17,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:19,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:21,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:23,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:25,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:27,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:30,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:32,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:34,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:36,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:38,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:40,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:42,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:45,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:47,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:49,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:09:51,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:09:53,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:09:55,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:09:57,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:00,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:10:02,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:10:04,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:06,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:10:08,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:10,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:10:12,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:15,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:17,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:19,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:21,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:23,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:25,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:28,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:30,28.6,69.1,69.1,69.1,,0,0
ESP32-PI,,28/02/2025 16:10:32,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:34,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:36,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:38,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:40,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:43,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:45,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:47,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:49,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:51,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:53,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:55,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:10:58,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:00,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:02,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:04,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:06,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:08,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:10,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:12,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:15,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:17,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:19,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:21,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:23,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:25,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:28,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:11:30,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:11:32,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:34,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:36,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:11:38,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:41,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:11:43,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:45,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:11:47,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:11:49,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:51,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:53,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:56,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:11:58,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:00,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:02,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:04,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:06,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:09,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:11,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:13,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:15,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:17,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:19,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:21,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:23,28.6,69,69,69,,0,0
ESP32-PI,,28/02/2025 16:12:26,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:28,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:30,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:32,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:35,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:37,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:39,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:41,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:43,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:12:46,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:47,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:50,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:52,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:12:54,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:57,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:12:59,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:13:01,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:03,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:05,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:07,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:10,28.6,68.9,68.9,68.9,,0,0
ESP32-PI,,28/02/2025 16:13:12,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:14,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:17,28.6,68.7,68.7,68.7,,0,0
ESP32-PI,,28/02/2025 16:13:18,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:20,28.6,68.7,68.7,68.7,,0,0
ESP32-PI,,28/02/2025 16:13:22,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:25,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:27,28.6,68.7,68.7,68.7,,0,0
ESP32-PI,,28/02/2025 16:13:29,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:31,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:33,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:35,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:38,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:40,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:42,28.6,68.7,68.7,68.7,,0,0
ESP32-PI,,28/02/2025 16:13:44,28.6,68.8,68.8,68.8,,0,0
ESP32-PI,,28/02/2025 16:13:46,28.6,68.7,68.7,68.7,,0,0
ESP32-PI,,28/02/2025 16:13:49,28.6,68.8,68.8,68.8,,0,0
