sensor,sensor_id,timestamp,temp_int,umid_int,umid_ext,temp_ext,localizacao,camara,analog
ESP32-PI,,26/02/2025 11:22:20,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:23,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:27,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:31,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:33,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:36,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:37,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:40,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:44,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:47,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:49,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:52,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:22:57,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:01,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:04,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:06,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:08,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:11,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:13,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:15,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:18,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:21,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:24,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:26,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:31,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:31,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:33,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:35,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:38,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:41,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:43,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:46,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:48,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:50,137.4,78.8,78.8,78.8,,0,0
ESP32-PI,,26/02/2025 11:23:53,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:23:55,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:23:59,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:06,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:08,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:11,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:13,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:15,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:17,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:20,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:22,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:25,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:26,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:28,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:30,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:33,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:35,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:38,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:40,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:42,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:44,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:46,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:48,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:24:50,124.8,53.9,53.9,53.9,,0,0
ESP32-PI,,26/02/2025 11:25:46,28.1,71.7,71.7,71.7,,0,0
ESP32-PI,,26/02/2025 11:25:48,28.3,72.8,72.8,72.8,,0,0
ESP32-PI,,26/02/2025 11:25:51,28.4,73,73,73,,0,0
ESP32-PI,,26/02/2025 11:25:53,28.6,73.6,73.6,73.6,,0,0
ESP32-PI,,26/02/2025 11:25:55,28.7,72.9,72.9,72.9,,0,0
ESP32-PI,,26/02/2025 11:25:57,28.9,71.1,71.1,71.1,,0,0
ESP32-PI,,26/02/2025 11:25:59,29,69.5,69.5,69.5,,0,0
ESP32-PI,,26/02/2025 11:26:02,29.1,68.6,68.6,68.6,,0,0
ESP32-PI,,26/02/2025 11:26:04,29.2,68.5,68.5,68.5,,0,0
ESP32-PI,,26/02/2025 11:26:06,29.3,68.2,68.2,68.2,,0,0
ESP32-PI,,26/02/2025 11:26:09,29.4,67,67,67,,0,0
ESP32-PI,,26/02/2025 11:26:11,29.5,65.8,65.8,65.8,,0,0
ESP32-PI,,26/02/2025 11:26:13,29.6,64.3,64.3,64.3,,0,0
ESP32-PI,,26/02/2025 11:26:16,29.6,63.4,63.4,63.4,,0,0
ESP32-PI,,26/02/2025 11:26:18,29.7,62.3,62.3,62.3,,0,0
ESP32-PI,,26/02/2025 11:26:21,29.7,61.5,61.5,61.5,,0,0
ESP32-PI,,26/02/2025 11:26:23,29.7,61,61,61,,0,0
ESP32-PI,,26/02/2025 11:26:25,29.7,60.6,60.6,60.6,,0,0
ESP32-PI,,26/02/2025 11:26:28,29.7,60.1,60.1,60.1,,0,0
ESP32-PI,,26/02/2025 11:26:31,29.7,59.6,59.6,59.6,,0,0
ESP32-PI,,26/02/2025 11:26:33,29.7,59.3,59.3,59.3,,0,0
ESP32-PI,,26/02/2025 11:26:36,29.7,59.1,59.1,59.1,,0,0
ESP32-PI,,26/02/2025 11:26:41,29.7,58.8,58.8,58.8,,0,0
ESP32-PI,,26/02/2025 11:26:44,29.7,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:26:46,29.7,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:26:49,29.7,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:26:52,29.6,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:26:54,29.6,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:26:56,29.6,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:26:59,29.6,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:27:01,29.6,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:27:03,29.6,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:27:05,29.6,57.8,57.8,57.8,,0,0
ESP32-PI,,26/02/2025 11:27:08,29.5,57.8,57.8,57.8,,0,0
ESP32-PI,,26/02/2025 11:27:10,29.6,57.8,57.8,57.8,,0,0
ESP32-PI,,26/02/2025 11:27:13,29.5,57.8,57.8,57.8,,0,0
ESP32-PI,,26/02/2025 11:27:15,29.5,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:27:17,29.5,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:27:20,29.5,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:27:23,29.5,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:27:25,29.5,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:27:27,29.5,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:27:29,29.5,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:27:31,29.4,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:27:34,29.4,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:27:36,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:27:38,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:27:41,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:27:43,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:27:45,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:27:47,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:27:50,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:27:52,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:27:54,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:27:57,29.3,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:27:59,29.3,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:28:01,29.3,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:28:03,29.3,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:28:06,29.3,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:28:08,29.3,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:28:10,29.3,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:28:13,29.3,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:28:17,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:28:20,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:28:24,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:28:26,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:28:28,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:28:30,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:28:33,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:28:35,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:28:37,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:28:40,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:28:42,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:28:44,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:28:46,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:28:48,29.2,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:28:50,29.2,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:28:53,29.2,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:28:55,29.2,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:28:57,29.3,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:28:59,29.3,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:29:02,29.3,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:29:04,29.3,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:29:06,29.3,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:29:09,29.3,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:29:12,29.3,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:29:14,29.4,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:29:17,29.4,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:29:21,29.4,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:29:23,29.4,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:29:25,29.4,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:29:27,29.4,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:29:30,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:29:32,29.4,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:29:34,29.4,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:29:36,29.4,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:29:39,29.4,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:29:41,29.4,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:29:43,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:29:45,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:29:48,29.4,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:29:50,29.4,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:29:53,29.4,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:29:55,29.4,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:29:57,29.4,57.8,57.8,57.8,,0,0
ESP32-PI,,26/02/2025 11:30:00,29.4,57.7,57.7,57.7,,0,0
ESP32-PI,,26/02/2025 11:30:02,29.4,57.7,57.7,57.7,,0,0
ESP32-PI,,26/02/2025 11:30:04,29.4,57.7,57.7,57.7,,0,0
ESP32-PI,,26/02/2025 11:30:06,29.4,57.8,57.8,57.8,,0,0
ESP32-PI,,26/02/2025 11:30:12,29.4,57.9,57.9,57.9,,0,0
ESP32-PI,,26/02/2025 11:30:15,29.4,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:30:19,29.4,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:30:26,29.4,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:30:31,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:30:39,29.4,58,58,58,,0,0
ESP32-PI,,26/02/2025 11:30:42,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:30:46,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:31:06,29.3,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:31:06,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:31:07,29.4,58.1,58.1,58.1,,0,0
ESP32-PI,,26/02/2025 11:31:08,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:31:10,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:31:12,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:31:14,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:31:16,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:31:18,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:31:24,29.3,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:31:24,29.3,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:31:26,29.3,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:31:29,29.3,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:31:31,29.3,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:31:33,29.3,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:31:35,29.3,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:31:38,29.3,58.7,58.7,58.7,,0,0
ESP32-PI,,26/02/2025 11:31:41,29.3,58.7,58.7,58.7,,0,0
ESP32-PI,,26/02/2025 11:31:44,29.3,58.7,58.7,58.7,,0,0
ESP32-PI,,26/02/2025 11:31:50,29.3,58.7,58.7,58.7,,0,0
ESP32-PI,,26/02/2025 11:32:28,29.3,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:32:31,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:32:33,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:32:40,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:32:43,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:32:45,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:32:47,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:32:49,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:32:52,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:32:54,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:32:57,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:32:59,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:33:01,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:33:04,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:33:07,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:33:11,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:33:15,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:33:17,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:33:22,29.3,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:33:24,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:26,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:28,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:30,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:32,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:35,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:37,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:39,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:42,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:44,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:46,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:49,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:51,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:54,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:33:57,29.3,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:34:00,29.3,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:34:02,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:34:05,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:34:08,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:34:10,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:34:12,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:34:15,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:34:17,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:34:20,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:34:22,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:34:27,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:34:28,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:34:32,29.2,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:34:34,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:34:36,29.2,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:34:38,29.2,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:34:41,29.2,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:34:43,29.2,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:34:45,29.2,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:34:47,29.2,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:34:50,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:34:52,29.2,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:34:55,29.2,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:34:57,29.2,58.2,58.2,58.2,,0,0
ESP32-PI,,26/02/2025 11:34:59,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:35:03,29.1,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:35:06,29.1,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:35:08,29.1,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:35:10,29.1,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:35:12,29.1,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:35:14,29.1,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:35:16,29.1,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:35:18,29.1,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:35:21,29.1,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:35:23,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:25,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:28,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:30,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:33,29.2,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:35,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:37,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:39,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:41,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:44,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:46,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:48,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:50,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:52,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:55,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:35:58,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:36:03,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:07,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:09,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:11,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:14,29.1,58.7,58.7,58.7,,0,0
ESP32-PI,,26/02/2025 11:36:16,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:19,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:21,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:24,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:27,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:29,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:31,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:34,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:36,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:39,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:41,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:43,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:45,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:50,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:52,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:56,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:36:58,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:37:00,29.1,58.7,58.7,58.7,,0,0
ESP32-PI,,26/02/2025 11:37:02,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:37:04,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:37:08,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:37:10,29.2,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:37:12,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:37:14,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:37:17,29.1,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:37:19,29.2,58.6,58.6,58.6,,0,0
ESP32-PI,,26/02/2025 11:37:23,29.2,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:37:27,29.2,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:37:31,29.1,58.5,58.5,58.5,,0,0
ESP32-PI,,26/02/2025 11:37:33,29.1,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:37:36,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:37:39,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:37:41,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:37:43,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:37:46,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:37:48,29.2,58.4,58.4,58.4,,0,0
ESP32-PI,,26/02/2025 11:37:50,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:37:53,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:37:55,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:37:57,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:37:59,29.2,58.3,58.3,58.3,,0,0
ESP32-PI,,26/02/2025 11:38:01,29.2,58.3,58.3,58.3,,0,0
